Title,Year,Conference,Subfield,Authors,Author_Institutions,Author_Countries,Status,Track,Citations
Exploring the Impact of Age and Class Level on Emotional Perception: A Study of Nigerian Secondary School Girls Using the Reading the Mind in the Eyes Test (Student Abstract),2025,AAAI,Artificial Intelligence,Christianah Titilope Oyewale; Rafiat M. Bamimore Akodu; Faith Adeoluwa Adeyemi,"School of Interactive Arts and Technology, Simon Fraser University; School of Collective Intelligence, Mohammed VI Polytechnic University; School of Collective Intelligence, Mohammed VI Polytechnic University",Canada;Morocco,Technical,aaai student abstract and poster program,0
FakeDiffer: Distributional Disparity Learning on Differentiated Reconstruction for Face Forgery Detection,2025,AAAI,Artificial Intelligence,Bo Wang; Zhao Zhang; Suiyi Zhao; Xianming Ye; Haijun Zhang; Meng Wang,"School of Computer Science and Information Engineering, Hefei University of Technology, Hefei, China; School of Computer Science and Information Engineering, Hefei University of Technology, Hefei, China + Yunnan Key Laboratory of Software Engineering, Yunan, China; School of Computer Science and Information Engineering, Hefei University of Technology, Hefei, China; Department of Electronic and Computer Engineering, University of Pretoria, South Africa; Department of Computer Science, Harbin Institute of Technology (Shenzhen), Shenzhen, China; School of Computer Science and Information Engineering, Hefei University of Technology, Hefei, China",China;South Africa,Technical,main,0
Giving Cars Eyes: Using Computer Vision to Prevent Road Traffic Accidents in Nigeria,2025,AAAI,Artificial Intelligence,Chidiogo Nwabuike,"Mechatronics Department, Bowen University, Iwo, Osun State",Nigeria,Technical,aaai undergraduate consortium,0
Leveraging Large Language Models for Wind Energy Assessment,2025,AAAI,Artificial Intelligence,Janice Anta Zebaze; Azanzi Jiomekong; Innocent Souopgui; Germaine Djuidje Kenmoé,"Laboratory of Mechanics, Department of Physics, University of Yaounde I, Yaounde, Cameroon; Department of Computer Science, University of Yaounde I, Yaounde, Cameroon + TIB – Leibniz Information Centre for Science and Technology, Hannover, Germany; RedLine Performance Solutions, LLC, USA; Laboratory of Mechanics, Department of Physics, University of Yaounde I, Yaounde, Cameroon",Cameroon;Germany;United States,Technical,aaai doctoral consortium track,1
Optimizing Vital Sign Monitoring in Resource-Constrained Maternal Care: An RL-Based Restless Bandit Approach,2025,AAAI,Artificial Intelligence,Niclas Boehmer; Yunfan Zhao; Guojun Xiong; Paula Rodriguez-Diaz; Paola Del Cueto Cibrian; Joseph Ngonzi; Adeline Boatin; Milind Tambe,"School of Engineering and Applied Sciences, Harvard University, USA+Hasso Plattner Institute, University of Potsdam, Germany; School of Engineering and Applied Sciences, Harvard University, USA+GE Healthcare, USA; School of Engineering and Applied Sciences, Harvard University, USA; School of Engineering and Applied Sciences, Harvard University, USA; Department of Obstetrics and Gynecology, Massachusetts General Hospital, Harvard Medical School, USA; Mbarara University of Science and Technology, Uganda; Department of Obstetrics and Gynecology, Massachusetts General Hospital, Harvard Medical School, USA; School of Engineering and Applied Sciences, Harvard University, USA",United States;Germany;Uganda,Technical,iaai technical track,3
Utilizing Vision-Language Models for Detection of Leaf-Based Diseases in Tomatoes,2025,AAAI,Artificial Intelligence,James Blossom Eleojo,Bowen University,Nigeria,Technical,aaai undergraduate consortium,0
"Why AI Is WEIRD and Shouldn't Be This Way: Towards AI for Everyone, with Everyone, by Everyone",2025,AAAI,Artificial Intelligence,Rada Mihalcea; Oana Ignat; Longju Bai; Angana Borah; Luis Chiruzzo; Zhijing Jin; Claude Kwizera; Joan Nwatu; Soujanya Poria; Thamar Solorio,University of Michigan USA; Santa Clara University USA; University of Michigan USA; University of Michigan USA; Universidad de la Republica Uruguay; Max Plank Institute Germany; CMU Africa; University of Michigan USA; SUTD Singapore; MBZUAI United Arab Emirates,United States;Uruguay;Germany;Rwanda;Singapore;United Arab Emirates,Technical,senior member presentation summary sky papers,5
A Hybrid AI Framework for Sensor-Based Personal Health Monitoring towards Precision Health,2024,AAAI,Artificial Intelligence,Mbithe Nzomo,"Department of Computer Science, University of Cape Town",South Africa,Technical,aaai doctoral consortium track,0
Can LLMs Fix Issues with Reasoning Models? Towards More Likely Models for AI Planning,2024,AAAI,Artificial Intelligence,Turgay Caglar; Sirine Belhaj; Tathagata Chakraborty; Michael Katz; Sarath Sreedharan,Colorado State University; Ecole Polytechnique de Tunisie; IBM Research; IBM Research; Colorado State University,United States;Tunisia,Technical,main,5
Deploying ADVISER: Impact and Lessons from Using Artificial Intelligence for Child Vaccination Uptake in Nigeria,2024,AAAI,Artificial Intelligence,Opadele Kehinde; Ruth Abdul; Bose Afolabi; Parminder Vir; Corinne Namblard; Ayan Mukhopadhyay; Abiodun Adereni,"HelpMum, Ibadan, Nigeria; HelpMum, Ibadan, Nigeria; HelpMum, Ibadan, Nigeria; HelpMum, Ibadan, Nigeria; HelpMum, Ibadan, Nigeria; Vanderbilt University, Nashville, USA+HelpMum, Ibadan, Nigeria; HelpMum, Ibadan, Nigeria",Nigeria;United States,Technical,main,1
Enhancing Robotics with Cognitive Capabilities,2024,AAAI,Artificial Intelligence,Joseph Fatoye,Bowen University,Nigeria,Technical,aaai undergraduate consortium,0
HarvestNet: A Dataset for Detecting Smallholder Farming Activity Using Harvest Piles and Remote Sensing,2024,AAAI,Artificial Intelligence,Jonathan Xu; Amna Elmustafa; Liya Weldegebriel; Emnet Negash; Richard Lee; Chenlin Meng; Stefano Ermon; David Lobell,University of Waterloo; Stanford University; Stanford University; Ghent University+Mekelle University; Stanford University; Stanford University; Stanford University; Stanford University,Canada;United States;Belgium;Ethiopia,Technical,main,5
Input Margins Can Predict Generalization Too,2024,AAAI,Artificial Intelligence,Coenraad Mouton; Marthinus Wilhelmus Theunissen; Marelie H Davel,"Faculty of Engineering, North-West University, South Africa+Centre for Artificial Intelligence Research, South Africa+South African National Space Agency; Faculty of Engineering, North-West University, South Africa+Centre for Artificial Intelligence Research, South Africa; Faculty of Engineering, North-West University, South Africa+Centre for Artificial Intelligence Research, South Africa+National Institute for Theoretical and Computational Sciences, South Africa",South Africa,Technical,main,8
LLM-Powered Synthetic Environments for Self-Driving Scenarios,2024,AAAI,Artificial Intelligence,Oluwanifemi Adebayo Moses Adekanye,Bowen University,Nigeria,Technical,aaai undergraduate consortium,5
Minibatch Stochastic Three Points Method for Unconstrained Smooth Minimization,2024,AAAI,Artificial Intelligence,Soumia Boucherouite; Grigory Malinovsky; Peter Richtárik; El Houcine Bergou,"College of Computing, Mohammed VI Polytechnic University, Ben Guerir, Morocco; King Abdullah University of Science and Technology, Thuwal, Saudi Arabia; King Abdullah University of Science and Technology, Thuwal, Saudi Arabia; College of Computing, Mohammed VI Polytechnic University, Ben Guerir, Morocco",Morocco;Saudi Arabia,Technical,main,5
Shaping Up SHAP: Enhancing Stability through Layer-Wise Neighbor Selection,2024,AAAI,Artificial Intelligence,Gwladys Kelodjou; Laurence Rozé; Véronique Masson; Luis Galárraga; Romaric Gaudel; Maurice Tchuente; Alexandre Termier,"Univ Rennes, Inria, CNRS, IRISA - UMR 6074, F35000 Rennes, France; Univ Rennes, INSA Rennes, CNRS, Inria, IRISA - UMR 6074, F35000 Rennes, France; Univ Rennes, Inria, CNRS, IRISA - UMR 6074, F35000 Rennes, France; Univ Rennes, Inria, CNRS, IRISA - UMR 6074, F35000 Rennes, France; Univ Rennes, Inria, CNRS, IRISA - UMR 6074, F35000 Rennes, France; Sorbonne University, IRD, University of Yaound ´e I, UMI 209 UMMISCO, P.O. Box 337 Yaound ´e, Cameroon; Univ Rennes, Inria, CNRS, IRISA - UMR 6074, F35000 Rennes, France",France;Cameroon,Technical,main,6
A Continual Pre-training Approach to Tele-Triaging Pregnant Women in Kenya,2023,AAAI,Artificial Intelligence,Wenbo Zhang; Hangzhi Guo; Prerna Ranganathan; Jay Patel; Sathyanath Rajasekharan; Nidhi Danayak; Manan Gupta; Amulya Yadav,Pennsylvania State University; Pennsylvania State University; Pennsylvania State University; Jacaranda Health; Jacaranda Health; Pennsylvania State University; Pennsylvania State University; Pennsylvania State University,United States;Kenya,Technical,aaai special track,3
Conditional Syntax Splitting for Non-monotonic Inference Operators,2023,AAAI,Artificial Intelligence,Jesse Heyninck; Gabriele Kern-Isberner; Thomas Meyer; Jonas Philipp Haldimann; Christoph Beierle,"Open Universiteit, the Netherlands; Technische Universität Dortmund, Germany; University of Cape Town and CAIR, South-Africa; FernUniversität in Hagen, Germany; FernUniversität in Hagen, Germany",Netherlands;Germany;South Africa,Technical,main,22
Development of a Human-Agent Interaction System including Norm and Emotion in an Evacuation Situation (Student Abstract),2023,AAAI,Artificial Intelligence,Ephraim Sinyabe Pagou; Vivient Corneille Kamla; Igor Tchappi; Amro Najjar,"University of Ngaoundere, PO Box 454, Cameroon; University of Ngaoundere, PO Box 454, Cameroon; University of Luxembourg, 4365 Esch-sur-Alzette, Luxembourg; Luxembourg Institute of Science and Technology, 4362 Esch-sur-Alzette, Luxembourg",Cameroon;Luxembourg,Technical,aaai student abstract and poster program,0
Edge Structure Learning via Low Rank Residuals for Robust Image Classification,2023,AAAI,Artificial Intelligence,Xiang-Jun Shen; Stanley Ebhohimhen Abhadiomhen; Yang Yang; Zhifeng Liu; Sirui Tian,"School of Computer Science and Communication Engineering, JiangSu University, JiangSu, 212013, China; School of Computer Science and Communication Engineering, JiangSu University, JiangSu, 212013, China + Department of Computer Science, University of Nigeria, Nsukka, Nigeria; School of Computer Science and Communication Engineering, JiangSu University, JiangSu, 212013, China; School of Computer Science and Communication Engineering, JiangSu University, JiangSu, 212013, China; Department of Electronic Engineering, School of Electronic and Optical Engineering, Nanjing University of Science and Technology, Nanjing, 210094, China",China;Nigeria,Technical,main,2
Food Information Engineering: A Systematic Literature Review,2023,AAAI,Artificial Intelligence,Azanzi Jiomekong,"Department of Computer Science, University of Yaounde I",Cameroon,Technical,new faculty highlights,5
MetaTPTrans: A Meta Learning Approach for Multilingual Code Representation Learning,2023,AAAI,Artificial Intelligence,Weiguo Pian; Hanyu Peng; Xunzhu Tang; Tiezhu Sun; Haoye Tian; Andrew Habib; Jacques Klein; Tegawendé F. Bissyandé,"SnT, University of Luxembourg; Baidu Inc.; SnT, University of Luxembourg; SnT, University of Luxembourg; SnT, University of Luxembourg; SnT, University of Luxembourg; SnT, University of Luxembourg; SnT, University of Luxembourg + CITADEL, Université Virtuelle du Burkina Faso",Luxembourg;China;Burkina Faso,Technical,main,15
Parallel Index-Based Search Algorithm for Coalition Structure Generation (Student Abstract),2023,AAAI,Artificial Intelligence,Redha Taguelmimt; Samir Aknine; Djamila Boukredera; Narayan Changder,"LIRIS, Lyon 1 University, France; LIRIS, Lyon 1 University, France; Laboratory of Applied Mathematics, Faculty of Exact Sciences, University of Bejaia, 06000 Bejaia, Algeria; TCG Centres for Research and Education in Science and Technology, Kolkata, India",France;Algeria;India,Technical,aaai student abstract and poster program,1
Progress and Limitations of Deep Networks to Recognize Objects in Unusual Poses,2023,AAAI,Artificial Intelligence,Amro Abbas; Stéphane Deny,The African Institute For Mathematical Sciences; Aalto University,South Africa;Finland,Technical,main,26
Text-DIAE: A Self-Supervised Degradation Invariant Autoencoder for Text Recognition and Document Enhancement,2023,AAAI,Artificial Intelligence,Mohamed Ali Souibgui; Sanket Biswas; Andres Mafla; Ali Furkan Biten; Alicia Fornés; Yousri Kessentini; Josep Lladós; Lluis Gomez; Dimosthenis Karatzas,"Computer Vision Center, Universitat Autònoma de Barcelona, Barcelona, Spain; Computer Vision Center, Universitat Autònoma de Barcelona, Barcelona, Spain; Computer Vision Center, Universitat Autònoma de Barcelona, Barcelona, Spain; Computer Vision Center, Universitat Autònoma de Barcelona, Barcelona, Spain; Computer Vision Center, Universitat Autònoma de Barcelona, Barcelona, Spain; Digital Research Center of Sfax, SM@RTS Laboratory, Sfax, Tunisia; Computer Vision Center, Universitat Autònoma de Barcelona, Barcelona, Spain; Computer Vision Center, Universitat Autònoma de Barcelona, Barcelona, Spain; Computer Vision Center, Universitat Autònoma de Barcelona, Barcelona, Spain",Spain;Tunisia,Technical,main,28
Conditional Abstract Dialectical Frameworks,2022,AAAI,Artificial Intelligence,Jesse Heyninck; Matthias Thimm; Gabriele Kern-Isberner; Tjitze Rienstra; Kenneth Skiba,"Technische Universität Dortmund, Dortmund, Germany+University of Cape Town and CAIR, South-Africa; FernUniversität Hagen, Hagen, Germany; Technische Universität Dortmund, Dortmund, Germany; Maastricht University, Maastricht, The Netherlands; FernUniversität Hagen, Hagen, Germany",Germany;South Africa;Netherlands,Technical,main,2
GEQCA: Generic Qualitative Constraint Acquisition,2022,AAAI,Artificial Intelligence,Mohamed-Bachir Belaid; Nassim Belmecheri; Arnaud Gotlieb; Nadjib Lazaar; Helge Spieker,"Simula Research Laboratory, Oslo, Norway; LITIO, University of Oran 1, Oran, Algeria + LIRMM, University of Montpellier, CNRS, Montpellier, France; Simula Research Laboratory, Oslo, Norway; LIRMM, University of Montpellier, CNRS, Montpellier, France; Simula Research Laboratory, Oslo, Norway",Norway;Algeria;France,Technical,main,16
Detection and Continual Learning of Novel Face Presentation Attacks,2021,ICCV,Computer Vision and Pattern Recognition,Mohammad Rostami; Leonidas Spinoulas; Mohamed Hussein; Joe Mathai; Wael Abd-Almageed,"USC Information Sciences Institute, Los Angeles, CA, 90292 USA; USC Information Sciences Institute, Los Angeles, CA, 90292 USA; USC Information Sciences Institute, Los Angeles, CA, 90292 USA + Alexandria University, Alexandria, Egypt; USC Information Sciences Institute, Los Angeles, CA, 90292 USA; USC Information Sciences Institute, Los Angeles, CA, 90292 USA",United States;Egypt,Poster,main,50
Geometric Deep Neural Network Using Rigid and Non-Rigid Transformations for Human Action Recognition,2021,ICCV,Computer Vision and Pattern Recognition,Rasha Friji; Hassen Drira; Faten Chaieb; Hamza Kchok; Sebastian Kurtek,"CRISTAL Lab - National University of Computer Science ENSI, Manouba University Campus, Manouba, Tunisia+Talan Innovation Factory, Talan Tunisia, 10 Rue de l’ ´energie solaire Impasse N°1 Charguia 1, Tunis 2035, Tunisia; IMT Lille Douai, CRIStAL UMR 9189, University Lille, F-59000 Lille, France; AllianSTIC Lab - EFREI Paris, Villejuif, France+CRISTAL Lab - National University of Computer Science ENSI, Manouba University Campus, Manouba, Tunisia; INSAT, Tunisia+IMT Lille Douai, CRIStAL UMR 9189, University Lille, F-59000 Lille, France; Department of Statistics, the Ohio State University Columbus, OH, USA",Tunisia;France;United States,Poster,main,22
Affine-Constrained Group Sparse Coding and Its Application to Image-Based Classifications,2013,ICCV,Computer Vision and Pattern Recognition,Yu-Tseh Chi; Mohsen Ali; Muhammad Rushdi; Jeffrey Ho,"Department of Computer and Information Science and Engineering, University of Florida; Department of Computer and Information Science and Engineering, University of Florida; Department of Biomedical and Systems Engineering, Cairo University, Giza, Egypt; Department of Computer and Information Science and Engineering, University of Florida",United States;Egypt,Poster,main,19
Make Haste Slowly: A Theory of Emergent Structured Mixed Selectivity in Feature Learning ReLU Networks,2025,ICLR,Artificial Intelligence,Devon Jarvis;Richard Klein;Benjamin Rosman;Andrew M Saxe,"University of Witwatersrand;University of the Witwatersrand;University of the Witwatersrand;University College London, University of London",South Africa;United Kingdom,Poster,main,1
On the Almost Sure Convergence of the Stochastic Three Points Algorithm,2025,ICLR,Artificial Intelligence,Taha EL BAKKALI EL KADI;Omar Saadi,University Mohammed VI Polytechnic;University Mohammed VI Polytechnic,Morocco,Poster,main,0
EffoVPR: Effective Foundation Model Utilization for Visual Place Recognition,2025,ICLR,Artificial Intelligence,Issar Tzachor;Boaz Lerner;Matan Levy;Michael Green;Tal Berkovitz Shalev;Gavriel Habib;Dvir Samuel;Noam Korngut Zailer;Or Shimshi;Nir Darshan;Rami Ben-Ari,;;Hebrew University of Jerusalem;OriginAI;;OriginAI;Bar-Ilan University;Deep Learning Indaba;Intel;OriginAI;Bar-Ilan University,Israel;;South Africa;United States,Poster,main,10
Learning High-Degree Parities: The Crucial Role of the Initialization,2025,ICLR,Artificial Intelligence,Emmanuel Abbe;Elisabetta Cornacchia;Jan Hązła;Donald Kougang-Yombi,"Swiss Federal Institute of Technology Lausanne;INRIA;;African Institute for Mathematical Science, AIMS RWANDA",Switzerland;France;Rwanda,Poster,main,0
A Theory of Initialisation's Impact on Specialisation,2025,ICLR,Artificial Intelligence,Devon Jarvis;Sebastian Lee;Clémentine Carla Juliette Dominé;Andrew M Saxe;Stefano Sarao Mannelli,"University of Witwatersrand;;University College London, University of London;University College London, University of London;Chalmers University of Technology",South Africa;United Kingdom;Sweden,Poster,main,0
"Phidias: A Generative Model for Creating 3D Content from Text, Image, and 3D Conditions with Reference-Augmented Diffusion",2025,ICLR,Artificial Intelligence,Zhenwei Wang;Tengfei Wang;Zexin He;Gerhard Petrus Hancke;Ziwei Liu;Rynson W. H. Lau,City University of Hong Kong;Shanghai AI Lab;The Chinese University of Hong Kong;University of Pretoria;Nanyang Technological University;City University of Hong Kong,China;South Africa;Singapore,Poster,main,5
Topological data analysis on noisy quantum computers,2024,ICLR,Artificial Intelligence,Ismail Yunus Akhalwaya;Shashanka Ubaru;Kenneth L. Clarkson;Mark S. Squillante;Vishnu Jejjala;Yang-Hui He;Kugendran Naidoo;Vasileios Kalantzis;Lior Horesh,Quantinuum;International Business Machines;International Business Machines;IBM Research;University of Witwatersrand;;University of Witwatersrand;International Business Machines;International Business Machines,United States;South Africa,Oral,main,6
Skill Machines: Temporal Logic Skill Composition in Reinforcement Learning,2024,ICLR,Artificial Intelligence,Geraud Nangue Tasse;Devon Jarvis;Steven James;Benjamin Rosman,"University of the Witwatersrand;University College London, University of London;University of the Witwatersrand;University of the Witwatersrand",South Africa;United Kingdom,Poster,main,5
On The Specialization of Neural Modules,2023,ICLR,Artificial Intelligence,Devon Jarvis;Richard Klein;Benjamin Rosman;Andrew M Saxe,"University College London, University of London;University of the Witwatersrand;University of the Witwatersrand;University College London, University of London",United Kingdom;South Africa,Poster,main,15
Generalisation in Lifelong Reinforcement Learning through Logical Composition,2022,ICLR,Artificial Intelligence,Geraud Nangue Tasse;Steven James;Benjamin Rosman,University of the Witwatersrand;University of the Witwatersrand;University of the Witwatersrand,South Africa,Poster,main,26
Autonomous Learning of Object-Centric Abstractions for High-Level Planning,2022,ICLR,Artificial Intelligence,Steven James;Benjamin Rosman;George Konidaris,University of the Witwatersrand;University of the Witwatersrand;Brown University,South Africa;United States,Poster,main,28
Robust and Scalable SDE Learning: A Functional Perspective,2022,ICLR,Artificial Intelligence,Scott Alexander Cameron;Tyron Luke Cameron;Arnu Pretorius;Stephen J. Roberts,University of Oxford;Discovery Insure;InstaDeep;University of Oxford,United Kingdom;South Africa,Poster,main,3
Critical Learning Periods: Leveraging Early Training Dynamics for Efficient Data Pruning,2024,ACL,Computational Linguistics,Everlyn Asiko Chimoto; Jay Gala; Orevaoghene Ahia; Julia Kreutzer; Bruce A. Bassett; Sara Hooker,Cohere For AI Community+University of Cape Town+African Institute for Mathematical Sciences; Cohere For AI+Mohamed bin Zayed University of Artificial Intelligence; Cohere For AI+University of Washington; Cohere For AI; University of Cape Town+South African Astronomical Observatory; Cohere For AI,United States;South Africa;United Arab Emirates,Findings,main,1
Investigating Cultural Alignment of Large Language Models,2024,ACL,Computational Linguistics,Badr AlKhamissi; Muhammad ElNokrashy; Mai Alkhamissi; Mona Diab,"EPFL; Microsoft Egypt; Anthropology, Princeton University; LTI, Carnegie Mellon University",Switzerland;Egypt;United States,Long,main,71
Multipath parsing in the brain,2024,ACL,Computational Linguistics,Berta Franzluebbers; Donald Dunagan; Miloš Stanojević; Jan Buys; John Hale,University of Georgia; University of Georgia; Google DeepMind; University of Cape Town; University of Georgia,United States;United Kingdom;South Africa,Long,main,0
SemRel2024: A Collection of Semantic Textual Relatedness Datasets for 13 Languages,2024,ACL,Computational Linguistics,Nedjma Ousidhoum; Shamsuddeen Muhammad; Mohamed Abdalla; Idris Abdulmumin; Ibrahim Ahmad; Sanchit Ahuja; Alham Aji; Vladimir Araujo; Abinew Ayele; Pavan Baswani; Meriem Beloucif; Chris Biemann; Sofia Bourhim; Christine Kock; Genet Dekebo; Oumaima Hourrane; Gopichand Kanumolu; Lokesh Madasu; Samuel Rutunda; Manish Shrivastava; Thamar Solorio; Nirmal Surange; Hailegnaw Tilaye; Krishnapriya Vishnubhotla; Genta Winata; Seid Yimam; Saif Mohammad,"Cardiff University; Imperial College London; ; Data Science for Social Impact Research Group, University of Pretoria; Institute For Experiential AI, Northeastern University; BITS Pilani; MBZUAI; KU Leuven; Universität Hamburg, Language Technology Group+Bahir Dar University, Faculty of Computing; IIIT Hyderabad; Uppsala University; Bahir Dar University, Faculty of Computing; ; The University of Melbourne; Adama Science and Technology University; ; IIIT Hyderabad; IIIT Hyderabad; Digital Umuganda; IIIT Hyderabad; MBZUAI; IIIT Hyderabad; Kotebe University of Education; University of Toronto; HKUST; Universität Hamburg, Language Technology Group; National Research Council Canada",United Kingdom;South Africa;United States;India;United Arab Emirates;Belgium;Germany;Ethiopia;Sweden;Australia;Rwanda;Canada;China,Findings,main,10
Semantic Compression for Word and Sentence Embeddings using Discrete Wavelet Transform,2024,ACL,Computational Linguistics,Rana Salama; Abdou Youssef; Mona Diab,"School of Engineering and Applied Science, George Washington University, USA+Faculty of Computers and Artificial Intelligence, Cairo University, Egypt; School of Engineering and Applied Science, George Washington University, USA; Language Technologies Institute, Carnegie Mellon University, USA",United States;Egypt,Findings,main,0
BIG-C: a Multimodal Multi-Purpose Dataset for Bemba,2023,ACL,Computational Linguistics,Claytone Sikasote; Eunice Mukonde; Md Mahfuz Ibn Alam; Antonios Anastasopoulos,"Department of Computer Science, University of Zambia, Zambia; Department of Literature and Languages, University of Zambia, Zambia; Department of Computer Science, George Mason University, USA; Department of Computer Science, George Mason University, USA",Zambia;United States,Long,main,5
HaVQA: A Dataset for Visual Question Answering and Multimodal Research in Hausa Language,2023,ACL,Computational Linguistics,Shantipriya Parida; Idris Abdulmumin; Shamsuddeen Hassan Muhammad; Aneesh Bose; Guneet Singh Kohli; Ibrahim Said Ahmad; Ketan Kotwal; Sayan Deb Sarkar; Ondřej Bojar; Habeebah Kakudi,"Silo AI, Finland; Ahmadu Bello University, Zaria, Nigeria; Bayero University Kano, Nigeria+HausaNLP; Microsoft, India+CORD.ai, India; Thapar University, India+CORD.ai, India; Bayero University Kano, Nigeria+HausaNLP; Idiap Research Institute, Switzerland; ETH Zurich, Switzerland+CORD.ai, India; Charles University, MFF ÚFAL, Czech Republic; Bayero University Kano, Nigeria",Finland;Nigeria;;India;Switzerland;Czech Republic,Findings,main,7
MasakhaPOS: Part-of-Speech Tagging for Typologically Diverse African languages,2023,ACL,Computational Linguistics,Cheikh M. Bamba Dione; David Ifeoluwa Adelani; Peter Nabende; Jesujoba Alabi; Thapelo Sindane; Happy Buzaaba; Shamsuddeen Hassan Muhammad; Chris Chinenye Emezue; Perez Ogayo; Anuoluwapo Aremu; Catherine Gitau; Derguene Mbaye; Jonathan Mukiibi; Blessing Sibanda; Bonaventure F. P. Dossou; Andiswa Bukula; Rooweither Mabuya; Allahsera Auguste Tapo; Edwin Munkoh-Buabeng; Victoire Memdjokam Koagne; Fatoumata Ouoba Kabore; Amelia Taylor; Godson Kalipe; Tebogo Macucwa; Vukosi Marivate; Tajuddeen Gwadabe; Mboning Tchiaze Elvis; Ikechukwu Onyenwe; Gratien Atindogbe; Tolulope Adelani; Idris Akinade; Olanrewaju Samuel; Marien Nahimana; Théogène Musabeyezu; Emile Niyomutabazi; Ester Chimhenga; Kudzai Gotosa; Patrick Mizha; Apelete Agbolo; Seydou Traore; Chinedu Uchechukwu; Aliyu Yusuf; Muhammad Abdullahi; Dietrich Klakow,"Masakhane NLP+Université Gaston Berger, Senegal; Masakhane NLP+University College London, UK; Masakhane NLP+Makerere University, Uganda; Masakhane NLP+Saarland University, Germany; University of Pretoria, South Africa; Masakhane NLP+RIKEN Center for AIP, Japan; Masakhane NLP+Bayero University Kano, Nigeria+University of Porto, Portugal; Masakhane NLP+Technical University of Munich, Germany+Lanfrica; Masakhane NLP+Carnegie Mellon University, USA; Masakhane NLP; Masakhane NLP; Masakhane NLP+Baamtu, Senegal; Masakhane NLP+Makerere University, Uganda; Masakhane NLP; Masakhane NLP+Lanfrica+Lelapa AI+Mila Quebec AI Institute, Canada; SADiLaR, South Africa; SADiLaR, South Africa; Masakhane NLP+Rochester Institute of Technology, USA; Masakhane NLP+TU Clausthal, Germany; Masakhane NLP; Masakhane NLP+Uppsala University, Sweden; Malawi University of Business and Applied Science, Malawi; Masakhane NLP; University of Pretoria, South Africa; University of Pretoria, South Africa+Lelapa AI; Masakhane NLP; Masakhane NLP; Nnamdi Azikiwe University, Nigeria; University of Buea, Cameroon; Masakhane NLP; University of Ibadan, Nigeria; Masakhane NLP; Masakhane NLP; Masakhane NLP; Masakhane NLP; Masakhane NLP; Masakhane NLP; Masakhane NLP; Ewegbe Akademi, Togo; AMALAN, Mali; Nnamdi Azikiwe University, Nigeria; Masakhane NLP; Masakhane NLP; Saarland University, Germany",South Africa;Senegal;United Kingdom;Uganda;Germany;Japan;Nigeria;Portugal;;United States;Canada;Sweden;Malawi;Cameroon;Togo;Mali,Long,main,11
Multi-lingual and Multi-cultural Figurative Language Understanding,2023,ACL,Computational Linguistics,Anubha Kabra; Emmy Liu; Simran Khanuja; Alham Fikri Aji; Genta Winata; Samuel Cahyawijaya; Anuoluwapo Aremu; Perez Ogayo; Graham Neubig,Carnegie Mellon University; Carnegie Mellon University; Carnegie Mellon University; MBZUAI; Bloomberg; HKUST; Masakhane; Carnegie Mellon University; Carnegie Mellon University,United States;United Arab Emirates;China;South Africa,Findings,main,26
Subword Segmental Machine Translation: Unifying Segmentation and Target Sentence Generation,2023,ACL,Computational Linguistics,Francois Meyer; Jan Buys,"Department of Computer Science, University of Cape Town; Department of Computer Science, University of Cape Town",South Africa,Findings,main,7
Pre-Trained Multilingual Sequence-to-Sequence Models: A Hope for Low-Resource Language Translation?,2022,ACL,Computational Linguistics,En-Shiun Annie Lee; Sarubi Thillainathan; Shravan Nayak; Surangika Ranathunga; David Ifeoluwa Adelani; Ruisi Su; Arya D. McCarthy,University of Toronto; University of Moratuwa; IIT(BHU) Varanasi; University of Moratuwa; Masakhane NLP+Saarland University; Sway AI; John Hopkins University,Canada;Sri Lanka;India;South Africa;Germany;United States,Findings,main,33
